CYCLE	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	CMDPOS7	out_0.0	in_0.0	
2920	303.000	404.000	-250.500	0.000	0.000	0	0	
2921	303.000	404.000	-251.500	0.000	0.000	0	0	
2922	303.000	404.000	-252.500	0.000	0.000	0	0	
2923	303.000	404.000	-253.500	0.000	0.000	0	0	
2924	303.000	404.000	-254.500	0.000	0.000	0	0	
2925	303.000	404.000	-255.500	0.000	0.000	0	0	
2926	303.000	404.000	-256.500	0.000	0.000	0	0	
2927	303.000	404.000	-257.500	0.000	0.000	0	0	
2928	303.000	404.000	-258.500	0.000	0.000	0	0	
2929	303.000	404.000	-259.500	0.000	0.000	0	0	
2930	303.000	404.000	-260.500	0.000	0.000	0	0	
2931	303.000	404.000	-261.500	0.000	0.000	0	0	
2932	303.000	404.000	-262.500	0.000	0.000	0	0	
2933	303.000	404.000	-263.500	0.000	0.000	0	0	
2934	303.000	404.000	-264.500	0.000	0.000	0	0	
2935	303.000	404.000	-265.500	0.000	0.000	0	0	
2936	303.000	404.000	-266.500	0.000	0.000	0	0	
2937	303.000	404.000	-267.500	0.000	0.000	0	0	
2938	303.000	404.000	-268.500	0.000	0.000	0	0	
2939	303.000	404.000	-269.500	0.000	0.000	0	0	
2940	303.000	404.000	-270.500	0.000	0.000	0	0	
2941	303.000	404.000	-271.500	0.000	0.000	0	0	
2942	303.000	404.000	-272.500	0.000	0.000	0	0	
2943	303.000	404.000	-273.500	0.000	0.000	0	0	
2944	303.000	404.000	-274.500	0.000	0.000	0	0	
2945	303.000	404.000	-275.500	0.000	0.000	0	0	
2946	303.000	404.000	-276.500	0.000	0.000	0	0	
2947	303.000	404.000	-277.500	0.000	0.000	0	0	
2948	303.000	404.000	-278.500	0.000	0.000	0	0	
2949	303.000	404.000	-279.500	0.000	0.000	0	0	
2950	303.000	404.000	-280.500	0.000	0.000	0	0	
2951	303.000	404.000	-281.500	0.000	0.000	0	0	
2952	303.000	404.000	-282.500	0.000	0.000	0	0	
2953	303.000	404.000	-283.500	0.000	0.000	0	0	
2954	303.000	404.000	-284.500	0.000	0.000	0	0	
2955	303.000	404.000	-285.500	0.000	0.000	0	0	
2956	303.000	404.000	-286.500	0.000	0.000	0	0	
2957	303.000	404.000	-287.500	0.000	0.000	0	0	
2958	303.000	404.000	-288.500	0.000	0.000	0	0	
2959	303.000	404.000	-289.500	0.000	0.000	0	0	
2960	303.000	404.000	-290.500	0.000	0.000	0	0	
2961	303.000	404.000	-291.500	0.000	0.000	0	0	
2962	303.000	404.000	-292.500	0.000	0.000	0	0	
2963	303.000	404.000	-293.500	0.000	0.000	0	0	
2964	303.000	404.000	-294.500	0.000	0.000	0	0	
2965	303.000	404.000	-295.500	0.000	0.000	0	0	
2966	303.000	404.000	-296.500	0.000	0.000	0	0	
2967	303.000	404.000	-297.500	0.000	0.000	0	0	
2968	303.000	404.000	-298.500	0.000	0.000	0	0	
2969	303.000	404.000	-299.500	0.000	0.000	0	0	
2970	303.000	404.000	-300.500	0.000	0.000	0	0	
2971	303.000	404.000	-301.500	0.000	0.000	0	0	
2972	303.000	404.000	-302.500	0.000	0.000	0	0	
2973	303.000	404.000	-303.500	0.000	0.000	0	0	
2974	303.000	404.000	-304.500	0.000	0.000	0	0	
2975	303.000	404.000	-305.500	0.000	0.000	0	0	
2976	303.000	404.000	-306.500	0.000	0.000	0	0	
2977	303.000	404.000	-307.500	0.000	0.000	0	0	
2978	303.000	404.000	-308.500	0.000	0.000	0	0	
2979	303.000	404.000	-309.500	0.000	0.000	0	0	
2980	303.000	404.000	-310.500	0.000	0.000	0	0	
2981	303.000	404.000	-311.500	0.000	0.000	0	0	
2982	303.000	404.000	-312.500	0.000	0.000	0	0	
2983	303.000	404.000	-313.500	0.000	0.000	0	0	
2984	303.000	404.000	-314.500	0.000	0.000	0	0	
2985	303.000	404.000	-315.500	0.000	0.000	0	0	
2986	303.000	404.000	-316.500	0.000	0.000	0	0	
2987	303.000	404.000	-317.500	0.000	0.000	0	0	
2988	303.000	404.000	-318.500	0.000	0.000	0	0	
2989	303.000	404.000	-319.500	0.000	0.000	0	0	
2990	303.000	404.000	-320.500	0.000	0.000	0	0	
2991	303.000	404.000	-321.500	0.000	0.000	0	0	
2992	303.000	404.000	-322.500	0.000	0.000	0	0	
2993	303.000	404.000	-323.500	0.000	0.000	0	0	
2994	303.000	404.000	-324.500	0.000	0.000	0	0	
2995	303.000	404.000	-325.500	0.000	0.000	0	0	
2996	303.000	404.000	-326.500	0.000	0.000	0	0	
2997	303.000	404.000	-327.500	0.000	0.000	0	0	
2998	303.000	404.000	-328.500	0.000	0.000	0	0	
2999	303.000	404.000	-329.500	0.000	0.000	0	0	
3000	303.000	404.000	-330.500	0.000	0.000	0	0	
3001	303.000	404.000	-331.500	0.000	0.000	0	0	
3002	303.000	404.000	-332.500	0.000	0.000	0	0	
3003	303.000	404.000	-333.500	0.000	0.000	0	0	
3004	303.000	404.000	-334.500	0.000	0.000	0	0	
3005	303.000	404.000	-335.500	0.000	0.000	0	0	
3006	303.000	404.000	-336.500	0.000	0.000	0	0	
3007	303.000	404.000	-337.500	0.000	0.000	0	0	
3008	303.000	404.000	-338.500	0.000	0.000	0	0	
3009	303.000	404.000	-339.500	0.000	0.000	0	0	
3010	303.000	404.000	-340.500	0.000	0.000	0	0	
3011	303.000	404.000	-341.500	0.000	0.000	0	0	
3012	303.000	404.000	-342.500	0.000	0.000	0	0	
3013	303.000	404.000	-343.500	0.000	0.000	0	0	
3014	303.000	404.000	-344.500	0.000	0.000	0	0	
3015	303.000	404.000	-345.500	0.000	0.000	0	0	
3016	303.000	404.000	-346.500	0.000	0.000	0	0	
3017	303.000	404.000	-347.500	0.000	0.000	0	0	
3018	303.000	404.000	-348.500	0.000	0.000	0	0	
3019	303.000	404.000	-349.500	0.000	0.000	0	0	
3020	303.000	404.000	-350.500	0.000	0.000	0	0	
3021	303.000	404.000	-351.500	0.000	0.000	0	0	
3022	303.000	404.000	-352.500	0.000	0.000	0	0	
3023	303.000	404.000	-353.500	0.000	0.000	0	0	
3024	303.000	404.000	-354.500	0.000	0.000	0	0	
3025	303.000	404.000	-355.500	0.000	0.000	0	0	
3026	303.000	404.000	-356.500	0.000	0.000	0	0	
3027	303.000	404.000	-357.500	0.000	0.000	0	0	
3028	303.000	404.000	-358.500	0.000	0.000	0	0	
3029	303.000	404.000	-359.500	0.000	0.000	0	0	
3030	303.000	404.000	-360.500	0.000	0.000	0	0	
3031	303.000	404.000	-361.500	0.000	0.000	0	0	
3032	303.000	404.000	-362.500	0.000	0.000	0	0	
3033	303.000	404.000	-363.500	0.000	0.000	0	0	
3034	303.000	404.000	-364.500	0.000	0.000	0	0	
3035	303.000	404.000	-365.500	0.000	0.000	0	0	
3036	303.000	404.000	-366.500	0.000	0.000	0	0	
3037	303.000	404.000	-367.500	0.000	0.000	0	0	
3038	303.000	404.000	-368.500	0.000	0.000	0	0	
3039	303.000	404.000	-369.500	0.000	0.000	0	0	
3040	303.000	404.000	-370.500	0.000	0.000	0	0	
3041	303.000	404.000	-371.500	0.000	0.000	0	0	
3042	303.000	404.000	-372.500	0.000	0.000	0	0	
3043	303.000	404.000	-373.500	0.000	0.000	0	0	
3044	303.000	404.000	-374.500	0.000	0.000	0	0	
3045	303.000	404.000	-375.500	0.000	0.000	0	0	
3046	303.000	404.000	-376.500	0.000	0.000	0	0	
3047	303.000	404.000	-377.500	0.000	0.000	0	0	
3048	303.000	404.000	-378.500	0.000	0.000	0	0	
3049	303.000	404.000	-379.500	0.000	0.000	0	0	
3050	303.000	404.000	-380.500	0.000	0.000	0	0	
3051	303.000	404.000	-381.500	0.000	0.000	0	0	
3052	303.000	404.000	-382.500	0.000	0.000	0	0	
3053	303.000	404.000	-383.500	0.000	0.000	0	0	
3054	303.000	404.000	-384.500	0.000	0.000	0	0	
3055	303.000	404.000	-385.500	0.000	0.000	0	0	
3056	303.000	404.000	-386.500	0.000	0.000	0	0	
3057	303.000	404.000	-387.500	0.000	0.000	0	0	
3058	303.000	404.000	-388.500	0.000	0.000	0	0	
3059	303.000	404.000	-389.500	0.000	0.000	0	0	
3060	303.000	404.000	-390.500	0.000	0.000	0	0	
3061	303.000	404.000	-391.500	0.000	0.000	0	0	
3062	303.000	404.000	-392.500	0.000	0.000	0	0	
3063	303.000	404.000	-393.500	0.000	0.000	0	0	
3064	303.000	404.000	-394.500	0.000	0.000	0	0	
3065	303.000	404.000	-395.500	0.000	0.000	0	0	
3066	303.000	404.000	-396.500	0.000	0.000	0	0	
3067	303.000	404.000	-397.500	0.000	0.000	0	0	
3068	303.000	404.000	-398.500	0.000	0.000	0	0	
3069	303.000	404.000	-399.500	0.000	0.000	0	0	
3070	303.000	404.000	-400.500	0.000	0.000	0	0	
3071	303.000	404.000	-401.500	0.000	0.000	0	0	
3072	303.000	404.000	-402.500	0.000	0.000	0	0	
3073	303.000	404.000	-403.500	0.000	0.000	0	0	
3074	303.000	404.000	-404.500	0.000	0.000	0	0	
3075	303.000	404.000	-405.500	0.000	0.000	0	0	
3076	303.000	404.000	-406.500	0.000	0.000	0	0	
3077	303.000	404.000	-407.500	0.000	0.000	0	0	
3078	303.000	404.000	-408.500	0.000	0.000	0	0	
3079	303.000	404.000	-409.500	0.000	0.000	0	0	
3080	303.000	404.000	-410.500	0.000	0.000	0	0	
3081	303.000	404.000	-411.500	0.000	0.000	0	0	
3082	303.000	404.000	-412.500	0.000	0.000	0	0	
3083	303.000	404.000	-413.500	0.000	0.000	0	0	
3084	303.000	404.000	-414.500	0.000	0.000	0	0	
3085	303.000	404.000	-415.500	0.000	0.000	0	0	
3086	303.000	404.000	-416.500	0.000	0.000	0	0	
3087	303.000	404.000	-417.500	0.000	0.000	0	0	
3088	303.000	404.000	-418.500	0.000	0.000	0	0	
3089	303.000	404.000	-419.500	0.000	0.000	0	0	
3090	303.000	404.000	-420.500	0.000	0.000	0	0	
3091	303.000	404.000	-421.500	0.000	0.000	0	0	
3092	303.000	404.000	-422.500	0.000	0.000	0	0	
3093	303.000	404.000	-423.500	0.000	0.000	0	0	
3094	303.000	404.000	-424.500	0.000	0.000	0	0	
3095	303.000	404.000	-425.500	0.000	0.000	0	0	
3096	303.000	404.000	-426.500	0.000	0.000	0	0	
3097	303.000	404.000	-427.500	0.000	0.000	0	0	
3098	303.000	404.000	-428.500	0.000	0.000	0	0	
3099	303.000	404.000	-429.500	0.000	0.000	0	0	
3100	303.000	404.000	-430.500	0.000	0.000	0	0	
3101	303.000	404.000	-431.500	0.000	0.000	0	0	
3102	303.000	404.000	-432.500	0.000	0.000	0	0	
3103	303.000	404.000	-433.500	0.000	0.000	0	0	
3104	303.000	404.000	-434.500	0.000	0.000	0	0	
3105	303.000	404.000	-435.500	0.000	0.000	0	0	
3106	303.000	404.000	-436.500	0.000	0.000	0	0	
3107	303.000	404.000	-437.500	0.000	0.000	0	0	
3108	303.000	404.000	-438.500	0.000	0.000	0	0	
3109	303.000	404.000	-439.500	0.000	0.000	0	0	
3110	303.000	404.000	-440.500	0.000	0.000	0	0	
3111	303.000	404.000	-441.500	0.000	0.000	0	0	
3112	303.000	404.000	-442.500	0.000	0.000	0	0	
3113	303.000	404.000	-443.500	0.000	0.000	0	0	
3114	303.000	404.000	-444.500	0.000	0.000	0	0	
3115	303.000	404.000	-445.500	0.000	0.000	0	0	
3116	303.000	404.000	-446.500	0.000	0.000	0	0	
3117	303.000	404.000	-447.500	0.000	0.000	0	0	
3118	303.000	404.000	-448.500	0.000	0.000	0	0	
3119	303.000	404.000	-449.500	0.000	0.000	0	0	
3120	303.000	404.000	-450.500	0.000	0.000	0	0	
3121	303.000	404.000	-451.500	0.000	0.000	0	0	
3122	303.000	404.000	-452.500	0.000	0.000	0	0	
3123	303.000	404.000	-453.500	0.000	0.000	0	0	
3124	303.000	404.000	-454.500	0.000	0.000	0	0	
3125	303.000	404.000	-455.500	0.000	0.000	0	0	
3126	303.000	404.000	-456.500	0.000	0.000	0	0	
3127	303.000	404.000	-457.500	0.000	0.000	0	0	
3128	303.000	404.000	-458.500	0.000	0.000	0	0	
3129	303.000	404.000	-459.500	0.000	0.000	0	0	
3130	303.000	404.000	-460.500	0.000	0.000	0	0	
3131	303.000	404.000	-461.500	0.000	0.000	0	0	
3132	303.000	404.000	-462.500	0.000	0.000	0	0	
3133	303.000	404.000	-463.500	0.000	0.000	0	0	
3134	303.000	404.000	-464.500	0.000	0.000	0	0	
3135	303.000	404.000	-465.500	0.000	0.000	0	0	
3136	303.000	404.000	-466.500	0.000	0.000	0	0	
3137	303.000	404.000	-467.500	0.000	0.000	0	0	
3138	303.000	404.000	-468.500	0.000	0.000	0	0	
3139	303.000	404.000	-469.500	0.000	0.000	0	0	
3140	303.000	404.000	-470.500	0.000	0.000	0	0	
3141	303.000	404.000	-471.500	0.000	0.000	0	0	
3142	303.000	404.000	-472.500	0.000	0.000	0	0	
3143	303.000	404.000	-473.500	0.000	0.000	0	0	
3144	303.000	404.000	-474.500	0.000	0.000	0	0	
3145	303.000	404.000	-475.500	0.000	0.000	0	0	
3146	303.000	404.000	-476.500	0.000	0.000	0	0	
3147	303.000	404.000	-477.500	0.000	0.000	0	0	
3148	303.000	404.000	-478.500	0.000	0.000	0	0	
3149	303.000	404.000	-479.500	0.000	0.000	0	0	
3150	303.000	404.000	-480.500	0.000	0.000	0	0	
3151	303.000	404.000	-481.500	0.000	0.000	0	0	
3152	303.000	404.000	-482.498	0.000	0.000	0	0	
3153	303.000	404.000	-483.494	0.000	0.000	0	0	
3154	303.000	404.000	-484.486	0.000	0.000	0	0	
3155	303.000	404.000	-485.470	0.000	0.000	0	0	
3156	303.000	404.000	-486.445	0.000	0.000	0	0	
3157	303.000	404.000	-487.406	0.000	0.000	0	0	
3158	303.000	404.000	-488.350	0.000	0.000	0	0	
3159	303.000	404.000	-489.274	0.000	0.000	0	0	
3160	303.000	404.000	-490.175	0.000	0.000	0	0	
3161	303.000	404.000	-491.052	0.000	0.000	0	0	
3162	303.000	404.000	-491.903	0.000	0.000	0	0	
3163	303.000	404.000	-492.727	0.000	0.000	0	0	
3164	303.000	404.000	-493.525	0.000	0.000	0	0	
3165	303.000	404.000	-494.295	0.000	0.000	0	0	
3166	303.000	404.000	-495.038	0.000	0.000	0	0	
3167	303.000	404.000	-495.755	0.000	0.000	0	0	
3168	303.000	404.000	-496.444	0.000	0.000	0	0	
3169	303.000	404.000	-497.106	0.000	0.000	0	0	
3170	303.000	404.000	-497.741	0.000	0.000	0	0	
3171	303.000	404.000	-498.349	0.000	0.000	0	0	
3172	303.000	404.000	-498.930	0.000	0.000	0	0	
3173	303.000	404.000	-499.484	0.000	0.000	0	0	
3174	303.000	404.000	-500.011	0.000	0.000	0	0	
3175	303.000	404.000	-500.511	0.000	0.000	0	0	
3176	303.000	404.000	-500.984	0.000	0.000	0	0	
3177	303.000	404.000	-501.430	0.000	0.000	0	0	
3178	303.000	404.000	-501.849	0.000	0.000	0	0	
3179	303.000	404.000	-502.241	0.000	0.000	0	0	
3180	303.000	404.000	-502.606	0.000	0.000	0	0	
3181	303.000	404.000	-502.944	0.000	0.000	0	0	
3182	303.000	404.000	-503.255	0.000	0.000	0	0	
3183	303.000	404.000	-503.538	0.000	0.000	0	0	
3184	303.000	404.000	-503.795	0.000	0.000	0	0	
3185	303.000	404.000	-504.025	0.000	0.000	0	0	
3186	303.000	404.000	-504.227	0.000	0.000	0	0	
3187	303.000	404.000	-504.403	0.000	0.000	0	0	
3188	303.000	404.000	-504.552	0.000	0.000	0	0	
3189	303.000	404.000	-504.675	0.000	0.000	0	0	
3190	303.000	404.000	-504.774	0.000	0.000	0	0	
3191	303.000	404.000	-504.850	0.000	0.000	0	0	
3192	303.000	404.000	-504.906	0.000	0.000	0	0	
3193	303.000	404.000	-504.945	0.000	0.000	0	0	
3194	303.000	404.000	-504.970	0.000	0.000	0	0	
3195	303.000	404.000	-504.986	0.000	0.000	0	0	
3196	303.000	404.000	-504.994	0.000	0.000	0	0	
3197	303.000	404.000	-504.998	0.000	0.000	0	0	
3198	303.000	404.000	-505.000	0.000	0.000	0	0	
3199	303.000	404.000	-505.000	0.000	0.000	0	0	
3200	303.000	404.000	-505.000	0.000	0.000	0	0	
3201	303.000	404.000	-505.000	0.000	0.000	0	0	
3202	303.000	404.000	-505.000	0.000	0.000	0	0	
3203	303.000	404.000	-505.000	0.000	0.000	0	0	
3204	303.000	404.000	-505.000	-0.005	0.000	0	0	
3205	303.000	404.000	-505.000	-0.020	0.000	0	0	
3206	303.000	404.000	-505.000	-0.045	0.000	0	0	
3207	303.000	404.000	-505.000	-0.080	0.000	0	0	
3208	303.000	404.000	-505.000	-0.125	0.000	0	0	
3209	303.000	404.000	-505.000	-0.180	0.000	0	0	
3210	303.000	404.000	-505.000	-0.245	0.000	0	0	
3211	303.000	404.000	-505.000	-0.320	0.000	0	0	
3212	303.000	404.000	-505.000	-0.405	0.000	0	0	
3213	303.000	404.000	-505.000	-0.500	0.000	0	0	
3214	303.000	404.000	-505.000	-0.605	0.000	0	0	
3215	303.000	404.000	-505.000	-0.720	0.000	0	0	
3216	303.000	404.000	-505.000	-0.845	0.000	0	0	
3217	303.000	404.000	-505.000	-0.980	0.000	0	0	
3218	303.000	404.000	-505.000	-1.125	0.000	0	0	
3219	303.000	404.000	-505.000	-1.280	0.000	0	0	
3220	303.000	404.000	-505.000	-1.445	0.000	0	0	
3221	303.000	404.000	-505.000	-1.620	0.000	0	0	
3222	303.000	404.000	-505.000	-1.805	0.000	0	0	
3223	303.000	404.000	-505.000	-2.000	0.000	0	0	
3224	303.000	404.000	-505.000	-2.205	0.000	0	0	
3225	303.000	404.000	-505.000	-2.420	0.000	0	0	
3226	303.000	404.000	-505.000	-2.645	0.000	0	0	
3227	303.000	404.000	-505.000	-2.880	0.000	0	0	
3228	303.000	404.000	-505.000	-3.125	0.000	0	0	
3229	303.000	404.000	-505.000	-3.380	0.000	0	0	
3230	303.000	404.000	-505.000	-3.645	0.000	0	0	
3231	303.000	404.000	-505.000	-3.920	0.000	0	0	
3232	303.000	404.000	-505.000	-4.205	0.000	0	0	
3233	303.000	404.000	-505.000	-4.500	0.000	0	0	
3234	303.000	404.000	-505.000	-4.805	0.000	0	0	
3235	303.000	404.000	-505.000	-5.120	0.000	0	0	
3236	303.000	404.000	-505.000	-5.445	0.000	0	0	
3237	303.000	404.000	-505.000	-5.780	0.000	0	0	
3238	303.000	404.000	-505.000	-6.125	0.000	0	0	
3239	303.000	404.000	-505.000	-6.480	0.000	0	0	
3240	303.000	404.000	-505.000	-6.845	0.000	0	0	
3241	303.000	404.000	-505.000	-7.220	0.000	0	0	
3242	303.000	404.000	-505.000	-7.605	0.000	0	0	
3243	303.000	404.000	-505.000	-8.000	0.000	0	0	
3244	303.000	404.000	-505.000	-8.405	0.000	0	0	
3245	303.000	404.000	-505.000	-8.820	0.000	0	0	
3246	303.000	404.000	-505.000	-9.245	0.000	0	0	
3247	303.000	404.000	-505.000	-9.680	0.000	0	0	
3248	303.000	404.000	-505.000	-10.125	0.000	0	0	
3249	303.000	404.000	-505.000	-10.580	0.000	0	0	
3250	303.000	404.000	-505.000	-11.045	0.000	0	0	
3251	303.000	404.000	-505.000	-11.520	0.000	0	0	
3252	303.000	404.000	-505.000	-12.005	0.000	0	0	
3253	303.000	404.000	-505.000	-12.500	0.000	0	0	
3254	303.000	404.000	-505.000	-13.005	0.000	0	0	
3255	303.000	404.000	-505.000	-13.520	0.000	0	0	
3256	303.000	404.000	-505.000	-14.045	0.000	0	0	
3257	303.000	404.000	-505.000	-14.580	0.000	0	0	
3258	303.000	404.000	-505.000	-15.125	0.000	0	0	
3259	303.000	404.000	-505.000	-15.680	0.000	0	0	
3260	303.000	404.000	-505.000	-16.245	0.000	0	0	
3261	303.000	404.000	-505.000	-16.820	0.000	0	0	
3262	303.000	404.000	-505.000	-17.405	0.000	0	0	
3263	303.000	404.000	-505.000	-18.000	0.000	0	0	
3264	303.000	404.000	-505.000	-18.605	0.000	0	0	
3265	303.000	404.000	-505.000	-19.220	0.000	0	0	
3266	303.000	404.000	-505.000	-19.845	0.000	0	0	
3267	303.000	404.000	-505.000	-20.480	0.000	0	0	
3268	303.000	404.000	-505.000	-21.125	0.000	0	0	
3269	303.000	404.000	-505.000	-21.780	0.000	0	0	
3270	303.000	404.000	-505.000	-22.445	0.000	0	0	
3271	303.000	404.000	-505.000	-23.120	0.000	0	0	
3272	303.000	404.000	-505.000	-23.805	0.000	0	0	
3273	303.000	404.000	-505.000	-24.500	0.000	0	0	
3274	303.000	404.000	-505.000	-25.205	0.000	0	0	
3275	303.000	404.000	-505.000	-25.920	0.000	0	0	
3276	303.000	404.000	-505.000	-26.645	0.000	0	0	
3277	303.000	404.000	-505.000	-27.380	0.000	0	0	
3278	303.000	404.000	-505.000	-28.125	0.000	0	0	
3279	303.000	404.000	-505.000	-28.880	0.000	0	0	
3280	303.000	404.000	-505.000	-29.645	0.000	0	0	
3281	303.000	404.000	-505.000	-30.420	0.000	0	0	
3282	303.000	404.000	-505.000	-31.205	0.000	0	0	
3283	303.000	404.000	-505.000	-32.000	0.000	0	0	
3284	303.000	404.000	-505.000	-32.805	0.000	0	0	
3285	303.000	404.000	-505.000	-33.620	0.000	0	0	
3286	303.000	404.000	-505.000	-34.445	0.000	0	0	
3287	303.000	404.000	-505.000	-35.280	0.000	0	0	
3288	303.000	404.000	-505.000	-36.125	0.000	0	0	
3289	303.000	404.000	-505.000	-36.980	0.000	0	0	
3290	303.000	404.000	-505.000	-37.845	0.000	0	0	
3291	303.000	404.000	-505.000	-38.720	0.000	0	0	
3292	303.000	404.000	-505.000	-39.605	0.000	0	0	
3293	303.000	404.000	-505.000	-40.500	0.000	0	0	
3294	303.000	404.000	-505.000	-41.405	0.000	0	0	
3295	303.000	404.000	-505.000	-42.320	0.000	0	0	
3296	303.000	404.000	-505.000	-43.245	0.000	0	0	
3297	303.000	404.000	-505.000	-44.180	0.000	0	0	
3298	303.000	404.000	-505.000	-45.125	0.000	0	0	
3299	303.000	404.000	-505.000	-46.080	0.000	0	0	
3300	303.000	404.000	-505.000	-47.045	0.000	0	0	
3301	303.000	404.000	-505.000	-48.020	0.000	0	0	
3302	303.000	404.000	-505.000	-49.005	0.000	0	0	
3303	303.000	404.000	-505.000	-50.000	0.000	0	0	
3304	303.000	404.000	-505.000	-51.005	0.000	0	0	
3305	303.000	404.000	-505.000	-52.020	0.000	0	0	
3306	303.000	404.000	-505.000	-53.044	0.000	0	0	
3307	303.000	404.000	-505.000	-54.079	0.000	0	0	
3308	303.000	404.000	-505.000	-55.123	0.000	0	0	
3309	303.000	404.000	-505.000	-56.177	0.000	0	0	
3310	303.000	404.000	-505.000	-57.242	0.000	0	0	
3311	303.000	404.000	-505.000	-58.315	0.000	0	0	
3312	303.000	404.000	-505.000	-59.399	0.000	0	0	
3313	303.000	404.000	-505.000	-60.493	0.000	0	0	
3314	303.000	404.000	-505.000	-61.596	0.000	0	0	
3315	303.000	404.000	-505.000	-62.710	0.000	0	0	
3316	303.000	404.000	-505.000	-63.833	0.000	0	0	
3317	303.000	404.000	-505.000	-64.966	0.000	0	0	
3318	303.000	404.000	-505.000	-66.109	0.000	0	0	
3319	303.000	404.000	-505.000	-67.262	0.000	0	0	
3320	303.000	404.000	-505.000	-68.425	0.000	0	0	
3321	303.000	404.000	-505.000	-69.597	0.000	0	0	
3322	303.000	404.000	-505.000	-70.780	0.000	0	0	
3323	303.000	404.000	-505.000	-71.972	0.000	0	0	
3324	303.000	404.000	-505.000	-73.174	0.000	0	0	
3325	303.000	404.000	-505.000	-74.386	0.000	0	0	
3326	303.000	404.000	-505.000	-75.608	0.000	0	0	
3327	303.000	404.000	-505.000	-76.839	0.000	0	0	
3328	303.000	404.000	-505.000	-78.081	0.000	0	0	
3329	303.000	404.000	-505.000	-79.332	0.000	0	0	
3330	303.000	404.000	-505.000	-80.594	0.000	0	0	
3331	303.000	404.000	-505.000	-81.865	0.000	0	0	
3332	303.000	404.000	-505.000	-83.146	0.000	0	0	
3333	303.000	404.000	-505.000	-84.436	0.000	0	0	
3334	303.000	404.000	-505.000	-85.737	0.000	0	0	
3335	303.000	404.000	-505.000	-87.048	0.000	0	0	
3336	303.000	404.000	-505.000	-88.368	0.000	0	0	
3337	303.000	404.000	-505.000	-89.698	0.000	0	0	
3338	303.000	404.000	-505.000	-91.038	0.000	0	0	
3339	303.000	404.000	-505.000	-92.388	0.000	0	0	
3340	303.000	404.000	-505.000	-93.748	0.000	0	0	
3341	303.000	404.000	-505.000	-95.118	0.000	0	0	
3342	303.000	404.000	-505.000	-96.498	0.000	0	0	
3343	303.000	404.000	-505.000	-97.887	0.000	0	0	
3344	303.000	404.000	-505.000	-99.286	0.000	0	0	
3345	303.000	404.000	-505.000	-100.695	0.000	0	0	
3346	303.000	404.000	-505.000	-102.114	0.000	0	0	
3347	303.000	404.000	-505.000	-103.543	0.000	0	0	
3348	303.000	404.000	-505.000	-104.982	0.000	0	0	
3349	303.000	404.000	-505.000	-106.431	0.000	0	0	
3350	303.000	404.000	-505.000	-107.889	0.000	0	0	
3351	303.000	404.000	-505.000	-109.357	0.000	0	0	
3352	303.000	404.000	-505.000	-110.835	0.000	0	0	
3353	303.000	404.000	-505.000	-112.323	0.000	0	0	
3354	303.000	404.000	-505.000	-113.821	0.000	0	0	
3355	303.000	404.000	-505.000	-115.329	0.000	0	0	
3356	303.000	404.000	-505.000	-116.847	0.000	0	0	
3357	303.000	404.000	-505.000	-118.374	0.000	0	0	
3358	303.000	404.000	-505.000	-119.911	0.000	0	0	
3359	303.000	404.000	-505.000	-121.459	0.000	0	0	
3360	303.000	404.000	-505.000	-123.016	0.000	0	0	
3361	303.000	404.000	-505.000	-124.582	0.000	0	0	
3362	303.000	404.000	-505.000	-126.159	0.000	0	0	
3363	303.000	404.000	-505.000	-127.746	0.000	0	0	
3364	303.000	404.000	-505.000	-129.342	0.000	0	0	
3365	303.000	404.000	-505.000	-130.949	0.000	0	0	
3366	303.000	404.000	-505.000	-132.565	0.000	0	0	
3367	303.000	404.000	-505.000	-134.191	0.000	0	0	
3368	303.000	404.000	-505.000	-135.827	0.000	0	0	
3369	303.000	404.000	-505.000	-137.472	0.000	0	0	
3370	303.000	404.000	-505.000	-139.128	0.000	0	0	
3371	303.000	404.000	-505.000	-140.793	0.000	0	0	
3372	303.000	404.000	-505.000	-142.469	0.000	0	0	
3373	303.000	404.000	-505.000	-144.154	0.000	0	0	
3374	303.000	404.000	-505.000	-145.849	0.000	0	0	
3375	303.000	404.000	-505.000	-147.554	0.000	0	0	
3376	303.000	404.000	-505.000	-149.269	0.000	0	0	
3377	303.000	404.000	-505.000	-150.993	0.000	0	0	
3378	303.000	404.000	-505.000	-152.728	0.000	0	0	
3379	303.000	404.000	-505.000	-154.472	0.000	0	0	
3380	303.000	404.000	-505.000	-156.226	0.000	0	0	
3381	303.000	404.000	-505.000	-157.990	0.000	0	0	
3382	303.000	404.000	-505.000	-159.764	0.000	0	0	
3383	303.000	404.000	-505.000	-161.548	0.000	0	0	
3384	303.000	404.000	-505.000	-163.342	0.000	0	0	
3385	303.000	404.000	-505.000	-165.145	0.000	0	0	
3386	303.000	404.000	-505.000	-166.959	0.000	0	0	
3387	303.000	404.000	-505.000	-168.782	0.000	0	0	
3388	303.000	404.000	-505.000	-170.615	0.000	0	0	
3389	303.000	404.000	-505.000	-172.458	0.000	0	0	
3390	303.000	404.000	-505.000	-174.310	0.000	0	0	
3391	303.000	404.000	-505.000	-176.173	0.000	0	0	
3392	303.000	404.000	-505.000	-178.046	0.000	0	0	
3393	303.000	404.000	-505.000	-179.928	0.000	0	0	
