CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0	
136174	101.000	202.000	303.000	404.000	505.000	0.206	0	0	
136175	101.000	202.000	303.000	404.000	505.000	0.213	0	0	
136176	101.000	202.000	303.000	404.000	505.000	0.220	0	0	
136177	101.000	202.000	303.000	404.000	505.000	0.227	0	0	
136178	101.000	202.000	303.000	404.000	505.000	0.235	0	0	
136179	101.000	202.000	303.000	404.000	505.000	0.243	0	0	
136180	101.000	202.000	303.000	404.000	505.000	0.251	0	0	
136181	101.000	202.000	303.000	404.000	505.000	0.259	0	0	
136182	101.000	202.000	303.000	404.000	505.000	0.267	0	0	
136183	101.000	202.000	303.000	404.000	505.000	0.276	0	0	
136184	101.000	202.000	303.000	404.000	505.000	0.284	0	0	
136185	101.000	202.000	303.000	404.000	505.000	0.293	0	0	
136186	101.000	202.000	303.000	404.000	505.000	0.302	0	0	
136187	101.000	202.000	303.000	404.000	505.000	0.311	0	0	
136188	101.000	202.000	303.000	404.000	505.000	0.320	0	0	
136189	101.000	202.000	303.000	404.000	505.000	0.330	0	0	
136190	101.000	202.000	303.000	404.000	505.000	0.340	0	0	
136191	101.000	202.000	303.000	404.000	505.000	0.349	0	0	
136192	101.000	202.000	303.000	404.000	505.000	0.360	0	0	
136193	101.000	202.000	303.000	404.000	505.000	0.370	0	0	
136194	101.000	202.000	303.000	404.000	505.000	0.380	0	0	
136195	101.000	202.000	303.000	404.000	505.000	0.391	0	0	
136196	101.000	202.000	303.000	404.000	505.000	0.402	0	0	
136197	101.000	202.000	303.000	404.000	505.000	0.413	0	0	
136198	101.000	202.000	303.000	404.000	505.000	0.424	0	0	
136199	101.000	202.000	303.000	404.000	505.000	0.436	0	0	
136200	101.000	202.000	303.000	404.000	505.000	0.447	0	0	
136201	101.000	202.000	303.000	404.000	505.000	0.459	0	0	
136202	101.000	202.000	303.000	404.000	505.000	0.471	0	0	
136203	101.000	202.000	303.000	404.000	505.000	0.483	0	0	
136204	101.000	202.000	303.000	404.000	505.000	0.496	0	0	
136205	101.000	202.000	303.000	404.000	505.000	0.509	0	0	
136206	101.000	202.000	303.000	404.000	505.000	0.522	0	0	
136207	101.000	202.000	303.000	404.000	505.000	0.535	0	0	
136208	101.000	202.000	303.000	404.000	505.000	0.548	0	0	
136209	101.000	202.000	303.000	404.000	505.000	0.562	0	0	
136210	101.000	202.000	303.000	404.000	505.000	0.576	0	0	
136211	101.000	202.000	303.000	404.000	505.000	0.590	0	0	
136212	101.000	202.000	303.000	404.000	505.000	0.604	0	0	
136213	101.000	202.000	303.000	404.000	505.000	0.618	0	0	
136214	101.000	202.000	303.000	404.000	505.000	0.633	0	0	
136215	101.000	202.000	303.000	404.000	505.000	0.648	0	0	
136216	101.000	202.000	303.000	404.000	505.000	0.663	0	0	
136217	101.000	202.000	303.000	404.000	505.000	0.679	0	0	
136218	101.000	202.000	303.000	404.000	505.000	0.694	0	0	
136219	101.000	202.000	303.000	404.000	505.000	0.710	0	0	
136220	101.000	202.000	303.000	404.000	505.000	0.726	0	0	
136221	101.000	202.000	303.000	404.000	505.000	0.743	0	0	
136222	101.000	202.000	303.000	404.000	505.000	0.759	0	0	
136223	101.000	202.000	303.000	404.000	505.000	0.776	0	0	
136224	101.000	202.000	303.000	404.000	505.000	0.793	0	0	
136225	101.000	202.000	303.000	404.000	505.000	0.811	0	0	
136226	101.000	202.000	303.000	404.000	505.000	0.828	0	0	
136227	101.000	202.000	303.000	404.000	505.000	0.846	0	0	
136228	101.000	202.000	303.000	404.000	505.000	0.864	0	0	
136229	101.000	202.000	303.000	404.000	505.000	0.883	0	0	
136230	101.000	202.000	303.000	404.000	505.000	0.901	0	0	
136231	101.000	202.000	303.000	404.000	505.000	0.920	0	0	
136232	101.000	202.000	303.000	404.000	505.000	0.939	0	0	
136233	101.000	202.000	303.000	404.000	505.000	0.959	0	0	
136234	101.000	202.000	303.000	404.000	505.000	0.979	0	0	
136235	101.000	202.000	303.000	404.000	505.000	0.999	0	0	
136236	101.000	202.000	303.000	404.000	505.000	1.019	0	0	
136237	101.000	202.000	303.000	404.000	505.000	1.039	0	0	
136238	101.000	202.000	303.000	404.000	505.000	1.060	0	0	
136239	101.000	202.000	303.000	404.000	505.000	1.081	0	0	
136240	101.000	202.000	303.000	404.000	505.000	1.103	0	0	
136241	101.000	202.000	303.000	404.000	505.000	1.124	0	0	
136242	101.000	202.000	303.000	404.000	505.000	1.146	0	0	
136243	101.000	202.000	303.000	404.000	505.000	1.168	0	0	
136244	101.000	202.000	303.000	404.000	505.000	1.191	0	0	
136245	101.000	202.000	303.000	404.000	505.000	1.213	0	0	
136246	101.000	202.000	303.000	404.000	505.000	1.237	0	0	
136247	101.000	202.000	303.000	404.000	505.000	1.260	0	0	
136248	101.000	202.000	303.000	404.000	505.000	1.283	0	0	
136249	101.000	202.000	303.000	404.000	505.000	1.307	0	0	
136250	101.000	202.000	303.000	404.000	505.000	1.332	0	0	
136251	101.000	202.000	303.000	404.000	505.000	1.356	0	0	
136252	101.000	202.000	303.000	404.000	505.000	1.381	0	0	
136253	101.000	202.000	303.000	404.000	505.000	1.406	0	0	
136254	101.000	202.000	303.000	404.000	505.000	1.431	0	0	
136255	101.000	202.000	303.000	404.000	505.000	1.457	0	0	
136256	101.000	202.000	303.000	404.000	505.000	1.483	0	0	
136257	101.000	202.000	303.000	404.000	505.000	1.509	0	0	
136258	101.000	202.000	303.000	404.000	505.000	1.536	0	0	
136259	101.000	202.000	303.000	404.000	505.000	1.563	0	0	
136260	101.000	202.000	303.000	404.000	505.000	1.590	0	0	
136261	101.000	202.000	303.000	404.000	505.000	1.618	0	0	
136262	101.000	202.000	303.000	404.000	505.000	1.646	0	0	
136263	101.000	202.000	303.000	404.000	505.000	1.674	0	0	
136264	101.000	202.000	303.000	404.000	505.000	1.703	0	0	
136265	101.000	202.000	303.000	404.000	505.000	1.731	0	0	
136266	101.000	202.000	303.000	404.000	505.000	1.761	0	0	
136267	101.000	202.000	303.000	404.000	505.000	1.790	0	0	
136268	101.000	202.000	303.000	404.000	505.000	1.820	0	0	
136269	101.000	202.000	303.000	404.000	505.000	1.850	0	0	
136270	101.000	202.000	303.000	404.000	505.000	1.881	0	0	
136271	101.000	202.000	303.000	404.000	505.000	1.911	0	0	
136272	101.000	202.000	303.000	404.000	505.000	1.943	0	0	
136273	101.000	202.000	303.000	404.000	505.000	1.974	0	0	
136274	101.000	202.000	303.000	404.000	505.000	2.006	0	0	
136275	101.000	202.000	303.000	404.000	505.000	2.038	0	0	
136276	101.000	202.000	303.000	404.000	505.000	2.071	0	0	
136277	101.000	202.000	303.000	404.000	505.000	2.103	0	0	
136278	101.000	202.000	303.000	404.000	505.000	2.137	0	0	
136279	101.000	202.000	303.000	404.000	505.000	2.170	0	0	
136280	101.000	202.000	303.000	404.000	505.000	2.204	0	0	
136281	101.000	202.000	303.000	404.000	505.000	2.238	0	0	
136282	101.000	202.000	303.000	404.000	505.000	2.273	0	0	
136283	101.000	202.000	303.000	404.000	505.000	2.308	0	0	
136284	101.000	202.000	303.000	404.000	505.000	2.343	0	0	
136285	101.000	202.000	303.000	404.000	505.000	2.379	0	0	
136286	101.000	202.000	303.000	404.000	505.000	2.415	0	0	
136287	101.000	202.000	303.000	404.000	505.000	2.451	0	0	
136288	101.000	202.000	303.000	404.000	505.000	2.488	0	0	
136289	101.000	202.000	303.000	404.000	505.000	2.525	0	0	
136290	101.000	202.000	303.000	404.000	505.000	2.563	0	0	
136291	101.000	202.000	303.000	404.000	505.000	2.601	0	0	
136292	101.000	202.000	303.000	404.000	505.000	2.639	0	0	
136293	101.000	202.000	303.000	404.000	505.000	2.678	0	0	
136294	101.000	202.000	303.000	404.000	505.000	2.717	0	0	
136295	101.000	202.000	303.000	404.000	505.000	2.756	0	0	
136296	101.000	202.000	303.000	404.000	505.000	2.796	0	0	
136297	101.000	202.000	303.000	404.000	505.000	2.836	0	0	
136298	101.000	202.000	303.000	404.000	505.000	2.876	0	0	
136299	101.000	202.000	303.000	404.000	505.000	2.917	0	0	
136300	101.000	202.000	303.000	404.000	505.000	2.959	0	0	
136301	101.000	202.000	303.000	404.000	505.000	3.000	0	0	
136302	101.000	202.000	303.000	404.000	505.000	3.042	0	0	
136303	101.000	202.000	303.000	404.000	505.000	3.085	0	0	
136304	101.000	202.000	303.000	404.000	505.000	3.128	0	0	
136305	101.000	202.000	303.000	404.000	505.000	3.171	0	0	
136306	101.000	202.000	303.000	404.000	505.000	3.214	0	0	
136307	101.000	202.000	303.000	404.000	505.000	3.258	0	0	
136308	101.000	202.000	303.000	404.000	505.000	3.303	0	0	
136309	101.000	202.000	303.000	404.000	505.000	3.348	0	0	
136310	101.000	202.000	303.000	404.000	505.000	3.393	0	0	
136311	101.000	202.000	303.000	404.000	505.000	3.439	0	0	
136312	101.000	202.000	303.000	404.000	505.000	3.485	0	0	
136313	101.000	202.000	303.000	404.000	505.000	3.531	0	0	
136314	101.000	202.000	303.000	404.000	505.000	3.578	0	0	
136315	101.000	202.000	303.000	404.000	505.000	3.625	0	0	
136316	101.000	202.000	303.000	404.000	505.000	3.673	0	0	
136317	101.000	202.000	303.000	404.000	505.000	3.721	0	0	
136318	101.000	202.000	303.000	404.000	505.000	3.770	0	0	
136319	101.000	202.000	303.000	404.000	505.000	3.819	0	0	
136320	101.000	202.000	303.000	404.000	505.000	3.868	0	0	
136321	101.000	202.000	303.000	404.000	505.000	3.918	0	0	
136322	101.000	202.000	303.000	404.000	505.000	3.968	0	0	
136323	101.000	202.000	303.000	404.000	505.000	4.019	0	0	
136324	101.000	202.000	303.000	404.000	505.000	4.070	0	0	
136325	101.000	202.000	303.000	404.000	505.000	4.121	0	0	
136326	101.000	202.000	303.000	404.000	505.000	4.173	0	0	
136327	101.000	202.000	303.000	404.000	505.000	4.226	0	0	
136328	101.000	202.000	303.000	404.000	505.000	4.278	0	0	
136329	101.000	202.000	303.000	404.000	505.000	4.332	0	0	
136330	101.000	202.000	303.000	404.000	505.000	4.385	0	0	
136331	101.000	202.000	303.000	404.000	505.000	4.440	0	0	
136332	101.000	202.000	303.000	404.000	505.000	4.494	0	0	
136333	101.000	202.000	303.000	404.000	505.000	4.549	0	0	
136334	101.000	202.000	303.000	404.000	505.000	4.605	0	0	
136335	101.000	202.000	303.000	404.000	505.000	4.661	0	0	
136336	101.000	202.000	303.000	404.000	505.000	4.717	0	0	
136337	101.000	202.000	303.000	404.000	505.000	4.774	0	0	
136338	101.000	202.000	303.000	404.000	505.000	4.831	0	0	
136339	101.000	202.000	303.000	404.000	505.000	4.889	0	0	
136340	101.000	202.000	303.000	404.000	505.000	4.947	0	0	
136341	101.000	202.000	303.000	404.000	505.000	5.006	0	0	
136342	101.000	202.000	303.000	404.000	505.000	5.065	0	0	
136343	101.000	202.000	303.000	404.000	505.000	5.124	0	0	
136344	101.000	202.000	303.000	404.000	505.000	5.184	0	0	
136345	101.000	202.000	303.000	404.000	505.000	5.245	0	0	
136346	101.000	202.000	303.000	404.000	505.000	5.306	0	0	
136347	101.000	202.000	303.000	404.000	505.000	5.367	0	0	
136348	101.000	202.000	303.000	404.000	505.000	5.429	0	0	
136349	101.000	202.000	303.000	404.000	505.000	5.492	0	0	
136350	101.000	202.000	303.000	404.000	505.000	5.555	0	0	
136351	101.000	202.000	303.000	404.000	505.000	5.618	0	0	
136352	101.000	202.000	303.000	404.000	505.000	5.682	0	0	
136353	101.000	202.000	303.000	404.000	505.000	5.746	0	0	
136354	101.000	202.000	303.000	404.000	505.000	5.811	0	0	
136355	101.000	202.000	303.000	404.000	505.000	5.876	0	0	
136356	101.000	202.000	303.000	404.000	505.000	5.942	0	0	
136357	101.000	202.000	303.000	404.000	505.000	6.008	0	0	
136358	101.000	202.000	303.000	404.000	505.000	6.075	0	0	
136359	101.000	202.000	303.000	404.000	505.000	6.142	0	0	
136360	101.000	202.000	303.000	404.000	505.000	6.210	0	0	
136361	101.000	202.000	303.000	404.000	505.000	6.278	0	0	
136362	101.000	202.000	303.000	404.000	505.000	6.347	0	0	
136363	101.000	202.000	303.000	404.000	505.000	6.416	0	0	
136364	101.000	202.000	303.000	404.000	505.000	6.486	0	0	
136365	101.000	202.000	303.000	404.000	505.000	6.556	0	0	
136366	101.000	202.000	303.000	404.000	505.000	6.627	0	0	
136367	101.000	202.000	303.000	404.000	505.000	6.698	0	0	
136368	101.000	202.000	303.000	404.000	505.000	6.770	0	0	
136369	101.000	202.000	303.000	404.000	505.000	6.842	0	0	
136370	101.000	202.000	303.000	404.000	505.000	6.915	0	0	
136371	101.000	202.000	303.000	404.000	505.000	6.988	0	0	
136372	101.000	202.000	303.000	404.000	505.000	7.062	0	0	
136373	101.000	202.000	303.000	404.000	505.000	7.136	0	0	
136374	101.000	202.000	303.000	404.000	505.000	7.211	0	0	
136375	101.000	202.000	303.000	404.000	505.000	7.287	0	0	
136376	101.000	202.000	303.000	404.000	505.000	7.363	0	0	
136377	101.000	202.000	303.000	404.000	505.000	7.439	0	0	
136378	101.000	202.000	303.000	404.000	505.000	7.516	0	0	
136379	101.000	202.000	303.000	404.000	505.000	7.593	0	0	
136380	101.000	202.000	303.000	404.000	505.000	7.671	0	0	
136381	101.000	202.000	303.000	404.000	505.000	7.750	0	0	
136382	101.000	202.000	303.000	404.000	505.000	7.829	0	0	
136383	101.000	202.000	303.000	404.000	505.000	7.909	0	0	
136384	101.000	202.000	303.000	404.000	505.000	7.989	0	0	
136385	101.000	202.000	303.000	404.000	505.000	8.070	0	0	
136386	101.000	202.000	303.000	404.000	505.000	8.151	0	0	
136387	101.000	202.000	303.000	404.000	505.000	8.233	0	0	
136388	101.000	202.000	303.000	404.000	505.000	8.315	0	0	
136389	101.000	202.000	303.000	404.000	505.000	8.398	0	0	
136390	101.000	202.000	303.000	404.000	505.000	8.481	0	0	
136391	101.000	202.000	303.000	404.000	505.000	8.565	0	0	
136392	101.000	202.000	303.000	404.000	505.000	8.650	0	0	
136393	101.000	202.000	303.000	404.000	505.000	8.735	0	0	
136394	101.000	202.000	303.000	404.000	505.000	8.820	0	0	
136395	101.000	202.000	303.000	404.000	505.000	8.907	0	0	
136396	101.000	202.000	303.000	404.000	505.000	8.993	0	0	
136397	101.000	202.000	303.000	404.000	505.000	9.081	0	0	
136398	101.000	202.000	303.000	404.000	505.000	9.169	0	0	
136399	101.000	202.000	303.000	404.000	505.000	9.257	0	0	
136400	101.000	202.000	303.000	404.000	505.000	9.346	0	0	
136401	101.000	202.000	303.000	404.000	505.000	9.436	0	0	
136402	101.000	202.000	303.000	404.000	505.000	9.526	0	0	
136403	101.000	202.000	303.000	404.000	505.000	9.616	0	0	
136404	101.000	202.000	303.000	404.000	505.000	9.708	0	0	
136405	101.000	202.000	303.000	404.000	505.000	9.800	0	0	
136406	101.000	202.000	303.000	404.000	505.000	9.892	0	0	
136407	101.000	202.000	303.000	404.000	505.000	9.985	0	0	
136408	101.000	202.000	303.000	404.000	505.000	10.079	0	0	
136409	101.000	202.000	303.000	404.000	505.000	10.173	0	0	
136410	101.000	202.000	303.000	404.000	505.000	10.268	0	0	
136411	101.000	202.000	303.000	404.000	505.000	10.363	0	0	
136412	101.000	202.000	303.000	404.000	505.000	10.459	0	0	
136413	101.000	202.000	303.000	404.000	505.000	10.556	0	0	
136414	101.000	202.000	303.000	404.000	505.000	10.653	0	0	
136415	101.000	202.000	303.000	404.000	505.000	10.750	0	0	
136416	101.000	202.000	303.000	404.000	505.000	10.849	0	0	
136417	101.000	202.000	303.000	404.000	505.000	10.948	0	0	
136418	101.000	202.000	303.000	404.000	505.000	11.047	0	0	
136419	101.000	202.000	303.000	404.000	505.000	11.147	0	0	
136420	101.000	202.000	303.000	404.000	505.000	11.248	0	0	
136421	101.000	202.000	303.000	404.000	505.000	11.349	0	0	
136422	101.000	202.000	303.000	404.000	505.000	11.451	0	0	
136423	101.000	202.000	303.000	404.000	505.000	11.554	0	0	
136424	101.000	202.000	303.000	404.000	505.000	11.657	0	0	
136425	101.000	202.000	303.000	404.000	505.000	11.761	0	0	
136426	101.000	202.000	303.000	404.000	505.000	11.865	0	0	
136427	101.000	202.000	303.000	404.000	505.000	11.970	0	0	
136428	101.000	202.000	303.000	404.000	505.000	12.076	0	0	
136429	101.000	202.000	303.000	404.000	505.000	12.182	0	0	
136430	101.000	202.000	303.000	404.000	505.000	12.289	0	0	
136431	101.000	202.000	303.000	404.000	505.000	12.396	0	0	
136432	101.000	202.000	303.000	404.000	505.000	12.504	0	0	
136433	101.000	202.000	303.000	404.000	505.000	12.613	0	0	
136434	101.000	202.000	303.000	404.000	505.000	12.723	0	0	
136435	101.000	202.000	303.000	404.000	505.000	12.833	0	0	
136436	101.000	202.000	303.000	404.000	505.000	12.943	0	0	
136437	101.000	202.000	303.000	404.000	505.000	13.054	0	0	
136438	101.000	202.000	303.000	404.000	505.000	13.166	0	0	
136439	101.000	202.000	303.000	404.000	505.000	13.279	0	0	
136440	101.000	202.000	303.000	404.000	505.000	13.392	0	0	
136441	101.000	202.000	303.000	404.000	505.000	13.506	0	0	
136442	101.000	202.000	303.000	404.000	505.000	13.620	0	0	
136443	101.000	202.000	303.000	404.000	505.000	13.735	0	0	
136444	101.000	202.000	303.000	404.000	505.000	13.851	0	0	
136445	101.000	202.000	303.000	404.000	505.000	13.968	0	0	
136446	101.000	202.000	303.000	404.000	505.000	14.085	0	0	
136447	101.000	202.000	303.000	404.000	505.000	14.202	0	0	
136448	101.000	202.000	303.000	404.000	505.000	14.321	0	0	
136449	101.000	202.000	303.000	404.000	505.000	14.440	0	0	
136450	101.000	202.000	303.000	404.000	505.000	14.559	0	0	
136451	101.000	202.000	303.000	404.000	505.000	14.680	0	0	
136452	101.000	202.000	303.000	404.000	505.000	14.801	0	0	
136453	101.000	202.000	303.000	404.000	505.000	14.922	0	0	
136454	101.000	202.000	303.000	404.000	505.000	15.045	0	0	
136455	101.000	202.000	303.000	404.000	505.000	15.168	0	0	
136456	101.000	202.000	303.000	404.000	505.000	15.291	0	0	
136457	101.000	202.000	303.000	404.000	505.000	15.416	0	0	
136458	101.000	202.000	303.000	404.000	505.000	15.541	0	0	
136459	101.000	202.000	303.000	404.000	505.000	15.666	0	0	
136460	101.000	202.000	303.000	404.000	505.000	15.793	0	0	
136461	101.000	202.000	303.000	404.000	505.000	15.920	0	0	
136462	101.000	202.000	303.000	404.000	505.000	16.047	0	0	
136463	101.000	202.000	303.000	404.000	505.000	16.176	0	0	
136464	101.000	202.000	303.000	404.000	505.000	16.305	0	0	
136465	101.000	202.000	303.000	404.000	505.000	16.434	0	0	
136466	101.000	202.000	303.000	404.000	505.000	16.565	0	0	
136467	101.000	202.000	303.000	404.000	505.000	16.696	0	0	
136468	101.000	202.000	303.000	404.000	505.000	16.828	0	0	
136469	101.000	202.000	303.000	404.000	505.000	16.960	0	0	
136470	101.000	202.000	303.000	404.000	505.000	17.093	0	0	
136471	101.000	202.000	303.000	404.000	505.000	17.227	0	0	
136472	101.000	202.000	303.000	404.000	505.000	17.362	0	0	
136473	101.000	202.000	303.000	404.000	505.000	17.497	0	0	
136474	101.000	202.000	303.000	404.000	505.000	17.633	0	0	
136475	101.000	202.000	303.000	404.000	505.000	17.770	0	0	
136476	101.000	202.000	303.000	404.000	505.000	17.907	0	0	
136477	101.000	202.000	303.000	404.000	505.000	18.045	0	0	
136478	101.000	202.000	303.000	404.000	505.000	18.184	0	0	
136479	101.000	202.000	303.000	404.000	505.000	18.324	0	0	
136480	101.000	202.000	303.000	404.000	505.000	18.464	0	0	
136481	101.000	202.000	303.000	404.000	505.000	18.605	0	0	
136482	101.000	202.000	303.000	404.000	505.000	18.747	0	0	
136483	101.000	202.000	303.000	404.000	505.000	18.889	0	0	
136484	101.000	202.000	303.000	404.000	505.000	19.032	0	0	
136485	101.000	202.000	303.000	404.000	505.000	19.176	0	0	
136486	101.000	202.000	303.000	404.000	505.000	19.320	0	0	
136487	101.000	202.000	303.000	404.000	505.000	19.466	0	0	
136488	101.000	202.000	303.000	404.000	505.000	19.612	0	0	
136489	101.000	202.000	303.000	404.000	505.000	19.758	0	0	
136490	101.000	202.000	303.000	404.000	505.000	19.906	0	0	
136491	101.000	202.000	303.000	404.000	505.000	20.054	0	0	
136492	101.000	202.000	303.000	404.000	505.000	20.203	0	0	
136493	101.000	202.000	303.000	404.000	505.000	20.353	0	0	
136494	101.000	202.000	303.000	404.000	505.000	20.503	0	0	
136495	101.000	202.000	303.000	404.000	505.000	20.654	0	0	
136496	101.000	202.000	303.000	404.000	505.000	20.806	0	0	
136497	101.000	202.000	303.000	404.000	505.000	20.959	0	0	
136498	101.000	202.000	303.000	404.000	505.000	21.112	0	0	
136499	101.000	202.000	303.000	404.000	505.000	21.266	0	0	
136500	101.000	202.000	303.000	404.000	505.000	21.421	0	0	
136501	101.000	202.000	303.000	404.000	505.000	21.576	0	0	
136502	101.000	202.000	303.000	404.000	505.000	21.733	0	0	
136503	101.000	202.000	303.000	404.000	505.000	21.890	0	0	
136504	101.000	202.000	303.000	404.000	505.000	22.048	0	0	
136505	101.000	202.000	303.000	404.000	505.000	22.206	0	0	
136506	101.000	202.000	303.000	404.000	505.000	22.366	0	0	
136507	101.000	202.000	303.000	404.000	505.000	22.526	0	0	
136508	101.000	202.000	303.000	404.000	505.000	22.687	0	0	
136509	101.000	202.000	303.000	404.000	505.000	22.848	0	0	
136510	101.000	202.000	303.000	404.000	505.000	23.011	0	0	
136511	101.000	202.000	303.000	404.000	505.000	23.174	0	0	
136512	101.000	202.000	303.000	404.000	505.000	23.338	0	0	
136513	101.000	202.000	303.000	404.000	505.000	23.503	0	0	
136514	101.000	202.000	303.000	404.000	505.000	23.668	0	0	
136515	101.000	202.000	303.000	404.000	505.000	23.835	0	0	
136516	101.000	202.000	303.000	404.000	505.000	24.002	0	0	
136517	101.000	202.000	303.000	404.000	505.000	24.170	0	0	
136518	101.000	202.000	303.000	404.000	505.000	24.338	0	0	
136519	101.000	202.000	303.000	404.000	505.000	24.508	0	0	
136520	101.000	202.000	303.000	404.000	505.000	24.678	0	0	
136521	101.000	202.000	303.000	404.000	505.000	24.849	0	0	
136522	101.000	202.000	303.000	404.000	505.000	25.021	0	0	
136523	101.000	202.000	303.000	404.000	505.000	25.193	0	0	
136524	101.000	202.000	303.000	404.000	505.000	25.366	0	0	
136525	101.000	202.000	303.000	404.000	505.000	25.541	0	0	
136526	101.000	202.000	303.000	404.000	505.000	25.715	0	0	
136527	101.000	202.000	303.000	404.000	505.000	25.891	0	0	
136528	101.000	202.000	303.000	404.000	505.000	26.068	0	0	
136529	101.000	202.000	303.000	404.000	505.000	26.245	0	0	
136530	101.000	202.000	303.000	404.000	505.000	26.423	0	0	
136531	101.000	202.000	303.000	404.000	505.000	26.602	0	0	
136532	101.000	202.000	303.000	404.000	505.000	26.782	0	0	
136533	101.000	202.000	303.000	404.000	505.000	26.962	0	0	
136534	101.000	202.000	303.000	404.000	505.000	27.144	0	0	
136535	101.000	202.000	303.000	404.000	505.000	27.326	0	0	
136536	101.000	202.000	303.000	404.000	505.000	27.509	0	0	
136537	101.000	202.000	303.000	404.000	505.000	27.693	0	0	
136538	101.000	202.000	303.000	404.000	505.000	27.877	0	0	
136539	101.000	202.000	303.000	404.000	505.000	28.063	0	0	
136540	101.000	202.000	303.000	404.000	505.000	28.249	0	0	
136541	101.000	202.000	303.000	404.000	505.000	28.436	0	0	
136542	101.000	202.000	303.000	404.000	505.000	28.624	0	0	
136543	101.000	202.000	303.000	404.000	505.000	28.813	0	0	
136544	101.000	202.000	303.000	404.000	505.000	29.002	0	0	
136545	101.000	202.000	303.000	404.000	505.000	29.193	0	0	
136546	101.000	202.000	303.000	404.000	505.000	29.384	0	0	
136547	101.000	202.000	303.000	404.000	505.000	29.576	0	0	
136548	101.000	202.000	303.000	404.000	505.000	29.769	0	0	
136549	101.000	202.000	303.000	404.000	505.000	29.963	0	0	
136550	101.000	202.000	303.000	404.000	505.000	30.157	0	0	
136551	101.000	202.000	303.000	404.000	505.000	30.353	0	0	
136552	101.000	202.000	303.000	404.000	505.000	30.549	0	0	
136553	101.000	202.000	303.000	404.000	505.000	30.746	0	0	
136554	101.000	202.000	303.000	404.000	505.000	30.944	0	0	
136555	101.000	202.000	303.000	404.000	505.000	31.143	0	0	
136556	101.000	202.000	303.000	404.000	505.000	31.342	0	0	
136557	101.000	202.000	303.000	404.000	505.000	31.543	0	0	
136558	101.000	202.000	303.000	404.000	505.000	31.744	0	0	
136559	101.000	202.000	303.000	404.000	505.000	31.946	0	0	
136560	101.000	202.000	303.000	404.000	505.000	32.149	0	0	
136561	101.000	202.000	303.000	404.000	505.000	32.353	0	0	
136562	101.000	202.000	303.000	404.000	505.000	32.558	0	0	
136563	101.000	202.000	303.000	404.000	505.000	32.764	0	0	
136564	101.000	202.000	303.000	404.000	505.000	32.970	0	0	
136565	101.000	202.000	303.000	404.000	505.000	33.177	0	0	
136566	101.000	202.000	303.000	404.000	505.000	33.386	0	0	
136567	101.000	202.000	303.000	404.000	505.000	33.595	0	0	
136568	101.000	202.000	303.000	404.000	505.000	33.805	0	0	
136569	101.000	202.000	303.000	404.000	505.000	34.016	0	0	
136570	101.000	202.000	303.000	404.000	505.000	34.227	0	0	
136571	101.000	202.000	303.000	404.000	505.000	34.440	0	0	
136572	101.000	202.000	303.000	404.000	505.000	34.653	0	0	
136573	101.000	202.000	303.000	404.000	505.000	34.868	0	0	
136574	101.000	202.000	303.000	404.000	505.000	35.083	0	0	
136575	101.000	202.000	303.000	404.000	505.000	35.299	0	0	
136576	101.000	202.000	303.000	404.000	505.000	35.516	0	0	
136577	101.000	202.000	303.000	404.000	505.000	35.734	0	0	
136578	101.000	202.000	303.000	404.000	505.000	35.953	0	0	
136579	101.000	202.000	303.000	404.000	505.000	36.172	0	0	
136580	101.000	202.000	303.000	404.000	505.000	36.393	0	0	
136581	101.000	202.000	303.000	404.000	505.000	36.614	0	0	
136582	101.000	202.000	303.000	404.000	505.000	36.837	0	0	
136583	101.000	202.000	303.000	404.000	505.000	37.060	0	0	
136584	101.000	202.000	303.000	404.000	505.000	37.284	0	0	
136585	101.000	202.000	303.000	404.000	505.000	37.509	0	0	
136586	101.000	202.000	303.000	404.000	505.000	37.735	0	0	
136587	101.000	202.000	303.000	404.000	505.000	37.962	0	0	
136588	101.000	202.000	303.000	404.000	505.000	38.190	0	0	
136589	101.000	202.000	303.000	404.000	505.000	38.419	0	0	
136590	101.000	202.000	303.000	404.000	505.000	38.648	0	0	
136591	101.000	202.000	303.000	404.000	505.000	38.879	0	0	
136592	101.000	202.000	303.000	404.000	505.000	39.110	0	0	
136593	101.000	202.000	303.000	404.000	505.000	39.342	0	0	
136594	101.000	202.000	303.000	404.000	505.000	39.576	0	0	
136595	101.000	202.000	303.000	404.000	505.000	39.810	0	0	
136596	101.000	202.000	303.000	404.000	505.000	40.045	0	0	
136597	101.000	202.000	303.000	404.000	505.000	40.281	0	0	
136598	101.000	202.000	303.000	404.000	505.000	40.518	0	0	
136599	101.000	202.000	303.000	404.000	505.000	40.756	0	0	
136600	101.000	202.000	303.000	404.000	505.000	40.995	0	0	
136601	101.000	202.000	303.000	404.000	505.000	41.234	0	0	
136602	101.000	202.000	303.000	404.000	505.000	41.475	0	0	
136603	101.000	202.000	303.000	404.000	505.000	41.717	0	0	
136604	101.000	202.000	303.000	404.000	505.000	41.959	0	0	
136605	101.000	202.000	303.000	404.000	505.000	42.203	0	0	
136606	101.000	202.000	303.000	404.000	505.000	42.447	0	0	
136607	101.000	202.000	303.000	404.000	505.000	42.692	0	0	
136608	101.000	202.000	303.000	404.000	505.000	42.939	0	0	
